57239.5,57244,57242.8,57242,57239.8,57243.000000,2090.000000,57252.000000,3955.000000,57252.500000,15000.000000,57254.000000,4369.000000,57255.000000,10341.000000,57257.000000,12500.000000,57258.500000,10000.000000,57259.500000,4010.000000,57261.500000,3600.000000,57262.500000,12500.000000,57263.500000,19604.000000,57264.000000,10000.000000,57265.500000,15000.000000,57268.000000,7427.000000,57268.500000,13972.000000,57269.500000,2033.000000,57270.000000,9982.000000,57271.000000,5062.000000,57273.500000,6194.000000,57274.500000,2074.000000,57236.500000,300.000000,57236.000000,6918.000000,57233.000000,4750.000000,57232.500000,12.000000,57232.000000,3600.000000,57229.000000,69322.000000,57227.000000,600.000000,57221.500000,6722.000000,57221.000000,3898.000000,57215.500000,12500.000000,57213.500000,45000.000000,57212.500000,600.000000,57210.000000,21811.000000,57208.500000,20000.000000,57208.000000,60000.000000,57206.500000,19468.000000,57206.000000,15000.000000,57202.000000,10000.000000,57198.000000,5600.000000,57196.500000,67676.000000,57239.9
57246.2,57247.5,57247.5,57246.2,57251.8,57256.500000,2324.000000,57259.000000,15000.000000,57262.000000,4556.000000,57262.500000,5439.000000,57263.500000,7484.000000,57264.000000,10000.000000,57265.500000,15000.000000,57267.000000,3600.000000,57268.500000,13972.000000,57269.000000,4894.000000,57270.000000,2500.000000,57272.500000,12500.000000,57273.500000,300.000000,57278.000000,12500.000000,57278.500000,6596.000000,57279.000000,28993.000000,57279.500000,2014.000000,57280.000000,5000.000000,57281.000000,10000.000000,57285.000000,20000.000000,57236.500000,300.000000,57236.000000,14621.000000,57234.000000,600.000000,57233.000000,4750.000000,57232.500000,6196.000000,57229.000000,69322.000000,57225.500000,12500.000000,57222.500000,2500.000000,57221.500000,6722.000000,57219.500000,600.000000,57216.000000,20411.000000,57215.500000,12500.000000,57214.500000,58248.000000,57214.000000,45000.000000,57212.500000,80000.000000,57210.000000,6811.000000,57206.000000,23844.000000,57205.500000,600.000000,57202.000000,10000.000000,57197.500000,80630.000000,57245.3
57239,57239.2,57239.2,57242,57239,57252.500000,2500.000000,57253.000000,3600.000000,57253.500000,12500.000000,57256.000000,450.000000,57259.000000,27500.000000,57260.000000,300.000000,57261.500000,19006.000000,57263.000000,6614.000000,57264.000000,10000.000000,57265.500000,15000.000000,57266.000000,10000.000000,57266.500000,6986.000000,57268.500000,13972.000000,57269.000000,10000.000000,57269.500000,119374.000000,57271.000000,9982.000000,57272.000000,61148.000000,57274.500000,600.000000,57282.000000,45000.000000,57284.500000,59222.000000,57225.500000,9632.000000,57225.000000,60868.000000,57224.500000,4323.000000,57223.000000,9533.000000,57220.500000,3970.000000,57219.500000,3600.000000,57219.000000,300.000000,57212.000000,12500.000000,57208.500000,2500.000000,57208.000000,600.000000,57206.500000,31745.000000,57206.000000,15000.000000,57204.000000,45000.000000,57198.000000,64669.000000,57197.500000,80630.000000,57196.500000,3844.000000,57196.000000,15000.000000,57195.000000,5000.000000,57193.500000,10600.000000,57185.500000,1246.000000,57237.2
57262.8,57262.8,57262.5,57265.2,57259.2,57272.500000,12500.000000,57275.000000,15000.000000,57276.500000,2156.000000,57278.000000,20252.000000,57279.000000,2500.000000,57281.000000,4336.000000,57284.000000,6203.000000,57285.000000,20000.000000,57286.500000,19452.000000,57287.500000,10000.000000,57288.000000,3600.000000,57291.000000,5293.000000,57292.500000,10000.000000,57295.500000,18972.000000,57300.000000,6360.000000,57300.500000,20317.000000,57301.000000,140000.000000,57301.500000,1941.000000,57303.500000,11460.000000,57306.000000,63274.000000,57253.000000,3600.000000,57252.500000,62372.000000,57252.000000,10743.000000,57249.500000,7955.000000,57237.000000,6721.000000,57232.000000,50000.000000,57231.000000,12500.000000,57230.500000,20000.000000,57230.000000,57568.000000,57229.500000,60000.000000,57228.500000,15000.000000,57228.000000,9975.000000,57227.000000,6671.000000,57226.000000,19182.000000,57225.500000,12500.000000,57219.500000,3844.000000,57217.500000,77.000000,57217.000000,15000.000000,57215.000000,2854.000000,57209.000000,10000.000000,57260.2
57264.8,57264.8,57261,57265.8,57264.8,57275.000000,14998.000000,57282.500000,2500.000000,57284.000000,6203.000000,57284.500000,13972.000000,57285.000000,20000.000000,57286.000000,12500.000000,57286.500000,15000.000000,57287.000000,20446.000000,57287.500000,10000.000000,57288.500000,3600.000000,57291.500000,12500.000000,57292.500000,10000.000000,57294.000000,6980.000000,57300.000000,6360.000000,57302.500000,10000.000000,57303.000000,11460.000000,57303.500000,45000.000000,57305.500000,1973.000000,57307.000000,140000.000000,57308.000000,9989.000000,57254.500000,3600.000000,57254.000000,2753.000000,57247.000000,85716.000000,57244.000000,4769.000000,57242.500000,6501.000000,57237.000000,2500.000000,57233.000000,12500.000000,57230.500000,80000.000000,57229.500000,9972.000000,57229.000000,4704.000000,57228.500000,15000.000000,57227.500000,58945.000000,57227.000000,19171.000000,57225.000000,45000.000000,57224.000000,3844.000000,57223.500000,5000.000000,57217.000000,15000.000000,57209.000000,10000.000000,57205.500000,10000.000000,57203.500000,3494.000000,57261.5
57272.2,57272.2,57270.2,57276.5,57276.2,57272.500000,3105.000000,57278.500000,8376.000000,57286.000000,2500.000000,57289.500000,5322.000000,57290.500000,2138.000000,57291.000000,12500.000000,57291.500000,27500.000000,57296.000000,4972.000000,57298.500000,9842.000000,57302.000000,30000.000000,57303.000000,15000.000000,57306.500000,13600.000000,57311.500000,36256.000000,57312.000000,13972.000000,57312.500000,20000.000000,57314.000000,1955.000000,57314.500000,10000.000000,57316.500000,84766.000000,57319.000000,6384.000000,57321.000000,57523.000000,57272.000000,3600.000000,57262.000000,80262.000000,57261.500000,4247.000000,57259.500000,4432.000000,57252.500000,6815.000000,57250.500000,20026.000000,57249.500000,45000.000000,57247.500000,21359.000000,57244.500000,133988.000000,57242.000000,12500.000000,57240.000000,10000.000000,57239.500000,6344.000000,57234.000000,76769.000000,57233.500000,15000.000000,57233.000000,12500.000000,57232.000000,3138.000000,57229.500000,3494.000000,57227.500000,5000.000000,57222.000000,10000.000000,57206.500000,7500.000000,57271.8
57262.8,57264.8,57265.2,57265.5,57261.8,57273.500000,2500.000000,57277.500000,2390.000000,57278.500000,6668.000000,57281.000000,4605.000000,57283.000000,3600.000000,57283.500000,5000.000000,57291.000000,5854.000000,57291.500000,27500.000000,57292.500000,5381.000000,57293.500000,30000.000000,57296.500000,20500.000000,57298.500000,4842.000000,57299.000000,83728.000000,57302.500000,16467.000000,57303.000000,15000.000000,57305.000000,45000.000000,57311.500000,150000.000000,57312.000000,67255.000000,57312.500000,20000.000000,57314.500000,10000.000000,57252.000000,10170.000000,57249.000000,3600.000000,57247.500000,15000.000000,57240.000000,6226.000000,57239.500000,20511.000000,57235.000000,10000.000000,57233.500000,15000.000000,57233.000000,12500.000000,57228.500000,2500.000000,57227.000000,64309.000000,57226.500000,45000.000000,57222.000000,10000.000000,57220.000000,3494.000000,57216.000000,5000.000000,57212.000000,3011.000000,57201.500000,13972.000000,57198.000000,411420.000000,57197.500000,140630.000000,57197.000000,170000.000000,57189.500000,150000.000000,57259.7
57250.2,57240.5,57242.5,57239.5,57237.5,57254.000000,450.000000,57255.000000,3600.000000,57259.500000,17127.000000,57260.000000,2500.000000,57263.000000,6786.000000,57265.500000,12500.000000,57266.000000,10000.000000,57267.500000,18834.000000,57268.000000,28100.000000,57268.500000,50000.000000,57271.000000,15000.000000,57275.000000,13972.000000,57275.500000,158921.000000,57276.000000,75800.000000,57276.500000,2042.000000,57286.000000,149985.000000,57286.500000,6219.000000,57287.000000,10000.000000,57298.000000,11466.000000,57298.500000,1943.000000,57245.500000,2375.000000,57226.000000,4090.000000,57225.500000,3600.000000,57218.500000,4587.000000,57217.500000,15000.000000,57216.000000,2500.000000,57213.500000,6531.000000,57213.000000,12500.000000,57212.500000,12500.000000,57212.000000,13972.000000,57207.500000,9970.000000,57207.000000,6456.000000,57206.500000,60325.000000,57206.000000,20000.000000,57204.500000,80000.000000,57202.500000,3844.000000,57200.500000,45000.000000,57199.500000,19784.000000,57196.000000,10000.000000,57194.500000,10000.000000,57242
57272.5,57272.5,57270.5,57271.5,57273.8,57278.000000,450.000000,57282.000000,12500.000000,57283.500000,300.000000,57287.000000,4873.000000,57288.000000,12500.000000,57289.000000,3844.000000,57291.000000,2500.000000,57292.000000,28972.000000,57293.500000,3600.000000,57298.000000,600.000000,57300.500000,6305.000000,57302.000000,10000.000000,57303.500000,20000.000000,57304.000000,10000.000000,57306.000000,2074.000000,57311.500000,19590.000000,57312.000000,12062.000000,57312.500000,65000.000000,57314.500000,28091.000000,57315.000000,10000.000000,57263.000000,3600.000000,57262.500000,300.000000,57259.000000,8484.000000,57258.500000,2210.000000,57256.000000,4710.000000,57255.000000,12412.000000,57249.000000,2500.000000,57248.000000,5752.000000,57246.000000,6370.000000,57245.500000,15000.000000,57244.000000,45000.000000,57240.500000,12500.000000,57238.500000,58960.000000,57238.000000,19778.000000,57237.500000,6458.000000,57236.000000,60000.000000,57235.500000,148043.000000,57235.000000,12500.000000,57234.000000,15600.000000,57232.500000,5000.000000,57272
57283.8,57284.8,57283.2,57281.2,57280.2,57290.000000,2805.000000,57292.000000,22698.000000,57295.000000,4993.000000,57298.000000,2500.000000,57300.000000,4671.000000,57300.500000,16843.000000,57302.000000,6412.000000,57303.500000,15000.000000,57304.000000,10000.000000,57305.000000,3600.000000,57306.500000,12500.000000,57309.500000,5000.000000,57311.000000,19046.000000,57312.500000,20000.000000,57313.000000,10000.000000,57315.000000,26035.000000,57321.000000,6254.000000,57324.000000,21456.000000,57324.500000,20000.000000,57325.500000,71680.000000,57277.500000,3600.000000,57276.000000,2759.000000,57274.500000,6513.000000,57273.000000,4866.000000,57268.500000,10741.000000,57267.500000,4634.000000,57260.500000,45000.000000,57259.000000,12500.000000,57256.500000,6556.000000,57254.000000,20593.000000,57253.500000,12500.000000,57253.000000,2500.000000,57250.500000,3844.000000,57246.500000,120269.000000,57246.000000,6370.000000,57245.500000,15000.000000,57238.500000,3494.000000,57237.500000,5000.000000,57235.500000,128043.000000,57234.000000,15000.000000,57281.6
